0.824749	-0.231319
1.03099	-0.205301
0.979348	-0.12156
0.948084	-0.0866881
1.05016	-0.425058
0.842878	-0.245499
1.05086	-0.227663
0.70082	-0.265241
0.796927	-0.243097
1.08026	-0.350026
1.02265	-0.202926
0.985899	-0.310073
1.08591	-0.45832
1.07805	-0.391727
0.872209	-0.396252
1.85206	-1.71203
2.27666	-2.53493
1.77479	-1.43542
2.61711	-2.88928
2.44585	-2.59002
2.05832	-2.13177
2.1251	-2.35814
1.9347	-2.15915
2.60688	-3.19409
2.44969	-2.82435
2.2714	-2.48437
2.41938	-2.87497
2.37762	-2.93858
2.61666	-3.4163
2.67172	-3.38716
2.79595	-3.50002
2.76053	-3.55358
2.8899	-3.74478
2.54146	-3.20771
2.64186	-3.30384
2.54965	-3.22256
1.80536	-1.65426
2.10763	-1.86719
1.90047	-1.7447
1.74414	-1.72535
1.69995	-1.72697
2.06972	-2.29798
2.02032	-2.38562
1.49774	-1.66011
1.66953	-1.91338
1.39841	-1.46634
1.12499	-1.09722
0.639113	-0.609216
0.742527	-0.962232
1.07918	-1.53864
0.795026	-1.26587
0.380668	-0.864644
0.324877	-0.805408
0.3119	-0.849223
0.369643	-0.924884
0.393101	-0.968901
0.565502	-1.16646
1.03007	-1.54504
1.17822	-1.49339
0.874504	-1.00422
1.19043	-1.3548
1.60791	-1.94342
1.8451	-2.44306
1.99019	-2.7007
2.05442	-2.72937
2.19227	-2.93458
2.21929	-2.97214
1.81347	-1.99955
1.84078	-1.55943
2.03117	-1.79023
1.72178	-1.31059
1.54829	-1.15925
1.46657	-1.00708
1.14982	-0.774248
0.963937	-0.831152
0.463328	-0.454259
0.109302	-0.430543
-0.357807	-0.293764
-0.346028	-0.548478
-0.0712591	-0.528105
0.125695	-0.722743
0.092316	-0.563106
0.262566	-0.498755
0.420841	-0.413286
0.363377	-0.316636
0.570211	-0.542055
0.994508	-1.03421
1.32292	-1.46452
1.58061	-1.70066
2.0516	-2.07922
1.77743	-1.83057
1.87454	-1.69414
1.87427	-1.70616
1.36218	-0.984971
0.250276	-0.341419
0.287168	-0.367306
0.234501	-0.267484
0.316581	-0.256611
0.194787	-0.00512027
-0.00253231	0.175237
0.129683	-0.168337
0.530883	-0.571161
0.669827	-0.373404
1.01007	-0.753144
0.813294	-0.703714
2.30412	-2.49539
2.59725	-2.71677
2.12351	-2.14252
0.518064	-0.778998
0.869305	-0.951464
1.66797	-1.42739
2.44473	-2.63222
2.62762	-2.89835
2.02405	-1.84853
1.60755	-1.32965
1.02218	-1.04762
0.942268	-1.0471
0.634274	-0.36329
0.360461	0.0338089
0.159361	0.129501
0.0694767	0.219218
0.250016	0.172918
0.652497	0.496278
0.855497	0.377703
0.922112	0.504714
0.779173	0.154971
0.914974	0.0256794
0.630559	-0.290634
0.621397	-0.385478
0.792728	-0.349752
0.960857	-0.413267
0.920584	-0.182115
1.09268	-0.390185
0.896911	-0.322287
0.906586	-0.456063
0.691595	-0.343633
0.478058	-0.402958
1.03238	-0.69375
1.48341	-1.65853
1.55924	-1.78589
1.2687	-1.50664
1.09191	-0.807083
0.474609	-0.303324
0.640482	-0.459241
1.26122	-1.06331
1.16007	-0.951002
1.35945	-1.25002
1.40464	-1.27315
1.66785	-1.59446
1.60917	-1.53763
1.15429	-0.923835
1.13336	-0.771765
1.53539	-0.968819
1.61824	-0.822187
2.0455	-1.2923
2.16424	-1.31697
2.15817	-0.949288
2.18108	-1.22123
2.4596	-1.47953
2.39731	-1.20543
1.53144	-0.615358
1.60402	-1.02231
1.27774	-0.76215
1.37023	-0.92617
1.46446	-0.9875
1.63803	-1.29063
1.16114	-0.751367
0.795424	-0.533511
0.611217	-0.420545
0.925499	-0.77746
1.06444	-0.967879
1.44281	-1.55973
1.19383	-1.27291
1.24609	-1.47361
1.30838	-1.42212
1.52678	-1.38057
1.80724	-1.58995
1.95691	-1.71674
2.25839	-1.63251
1.45968	-0.81314
2.11911	-1.47296
3.36	-3.03922
2.1445	-1.3581
1.67763	-1.14129
1.64379	-1.15725
2.5741	-1.95681
2.07231	-1.2823
1.93514	-0.921568
1.86364	-1.31032
1.44458	-0.739962
1.48344	-0.887425
1.17256	-0.661203
1.23873	-0.75421
1.31032	-0.976694
1.18643	-0.56434
