-0.739021	-0.0865207
-0.791109	-0.398037
-0.713946	-0.463049
-0.767713	-0.410526
-0.876591	-0.125503
-0.587899	-0.235022
-0.74085	-0.437065
-0.522076	-0.0825338
-0.629318	-0.153614
-0.818439	-0.30537
-0.895023	-0.270752
-0.822991	-0.19069
-0.883243	-0.14702
-0.8119	-0.265355
-0.642621	-0.0910628
-0.0666566	0.46147
-0.164327	0.749949
0.20082	0.525592
-0.21282	0.665181
-0.132071	0.646801
-0.104541	0.637731
-0.179194	0.725022
-0.160539	0.742743
-0.440779	0.773819
-0.395542	0.634778
-0.30982	0.575603
-0.466267	0.666709
-0.53596	0.731795
-0.667848	0.81533
-0.696114	0.694434
-0.738452	0.6108
-0.780511	0.686972
-0.828087	0.667589
-0.794134	0.63434
-0.831245	0.573515
-0.837936	0.616466
-0.647444	0.0816148
-0.703767	-0.096177
-0.80382	0.012884
-0.868363	0.189752
-0.867432	0.249588
-0.976605	0.315225
-1.00592	0.471196
-0.798677	0.440205
-0.787435	0.476938
-0.605184	0.371056
-0.460494	0.311011
-0.306433	0.268805
-0.600701	0.617126
-0.782073	0.859437
-0.621607	0.865748
-0.378529	0.839844
-0.32091	0.83411
-0.309766	0.869506
-0.36446	0.887602
-0.372135	0.891267
-0.472691	0.949482
-0.692201	0.883448
-0.376711	0.678167
0.0214809	0.633169
-0.0950639	0.673679
-0.27416	0.769535
-0.431376	0.925316
-0.480553	0.991296
-0.539879	0.911103
-0.687085	0.871945
-0.705117	0.866762
-0.615868	0.428577
-0.514679	0.00137493
-0.56971	-0.0166377
-0.477368	-0.0969006
-0.450872	-0.0506577
-0.422211	-0.106227
-0.377813	-0.0149766
-0.365702	0.213013
-0.0309206	0.291465
0.160524	0.482393
0.436185	0.456116
0.418356	0.698424
0.179327	0.594728
0.0061828	0.703342
0.0484689	0.563923
0.0919711	0.476686
0.0611593	0.315586
0.0610142	0.242518
-0.11328	0.288161
-0.376608	0.386582
-0.51902	0.466632
-0.487103	0.441262
-0.334686	0.398507
-0.0938403	0.628586
0.0277141	0.511407
0.0343025	0.530213
0.293211	0.514462
0.319569	0.479798
0.152749	0.373037
-0.00752178	0.211439
-0.267247	0.345723
-0.190976	-0.011665
0.0117193	-0.176411
-0.108919	0.191944
-0.409964	0.349731
-0.532447	0.0703051
-0.642808	0.0973115
-0.350254	0.218121
-0.398678	0.47721
