-13.3603	0.643511
-21.9074	-0.279724
-20.1142	2.4003
-21.8506	-1.53209
-17.8178	2.6011
-19.4109	-5.01465
-21.654	-1.98725
-16.266	-5.81401
-15.6933	1.81962
-18.6867	3.12949
-19.0877	-0.648147
-16.7746	3.76092
-18.1743	2.78102
-19.5704	1.27097
-13.6342	4.41799
-15.6991	-12.2856
-15.8425	-15.03
-14.4451	-18.7871
-18.6697	-14.0788
-17.6706	-15.9376
-15.8465	-14.706
-15.1789	-12.8449
-13.879	-12.3546
-15.4849	-6.23519
-14.0455	-1.75546
-13.8598	-1.9476
-14.8496	-1.94105
-14.3296	-0.123032
-13.4656	1.44856
-15.2885	2.18987
-16.2644	5.61622
-14.693	5.20988
-15.511	6.66968
-13.982	6.58514
-13.8038	8.17156
-14.237	7.09594
-17.4364	1.54204
-22.1439	-0.656681
-20.7286	-0.461321
-18.9172	-1.34373
-18.2339	-1.58109
-19.9949	-0.684743
-18.5795	-1.14842
-16.0766	-4.4492
-15.8599	-4.1322
-14.9294	-5.9667
-12.4134	-5.0813
-5.79304	-0.295799
-5.87383	-1.90479
-7.09118	-1.59842
-5.58599	-3.23466
0.104187	-6.24689
-0.222864	-9.17836
0.506779	-8.94957
-1.13058	-8.71895
-1.85024	-8.30974
-1.91695	-5.63317
-4.87984	0.989724
-5.60269	1.39888
-4.39629	-2.87851
-6.01439	-4.37472
-6.72376	-3.00979
-7.54543	-2.36493
-7.81367	-2.04892
-9.28922	-1.03061
-10.9779	1.95239
-11.1148	1.28374
-13.8863	2.03878
-19.7825	-1.25816
-21.1229	-2.70534
-20.2317	-3.95657
-18.7771	-4.62733
-18.1843	-3.6662
-15.1069	-3.87324
-11.3383	-3.65898
-5.88527	-6.32064
-0.0773703	-6.60321
3.88828	-9.24811
5.72394	-9.11199
2.88825	-5.50968
3.11227	-4.4715
0.945232	-6.14135
-1.90267	-6.90054
-5.13305	-6.96639
-6.40672	-9.17664
-8.46221	-8.80535
-11.4406	-6.5651
-13.002	-4.64513
-12.9906	-3.11858
-13.1907	-1.58205
-9.56804	-6.29589
-10.6047	-6.98955
-10.1311	-6.19892
-8.00697	-10.1504
-3.31711	-10.5609
-3.27039	-5.93165
-2.25393	0.792957
0.188454	0.630531
-7.63792	-6.49979
-8.95869	-14.859
-3.08	-5.7894
-3.59484	3.95518
-12.9418	-2.71132
-14.3671	-0.904131
-9.36747	2.35457
-13.246	0.75657
-15.1285	0.650143
-14.4745	0.315688
-5.4451	-4.53159
-11.8729	-5.86715
-17.0081	-1.88229
-17.6314	1.05285
-14.829	-0.498414
-12.4552	-3.19415
-8.67724	-2.2951
-2.54404	1.10608
-3.07101	7.15471
-10.9723	0.452448
-9.36908	-3.53362
-8.73632	-13.1539
-7.71615	-13.3538
